自增ID,内部订单号,线上订单号,店铺名称,全渠道用户ID,发货日期,付款日期,应付金额,已付金额,状态,收货人,款号,商品编码,商品名称,颜色及规格,下单时间,省份,城市,平台站点,子订单编号,线上子订单编号,原始线上订单号,数量,商品单价,商品金额,原价,是否赠品,子订单状态,退款状态,登记数量,实退数量
1858,INT20250001857,ON20250001857,ZARA女装官方旗舰店,ab5037705095397736,,2025-06-06 15:32:09,232.0,232.0,已付款,林娟,SPU021,SPU021-红色-S,速干T恤热卖款,红色 标准,2025-06-06 15:32:09,海南省,海口市,拼多多,SUB20250001857,ONSUB20250001857,ORIG20250001857,1,232.0,232.0,336.21,否,已付款,退款关闭,0,0
1859,INT20250001858,ON20250001858,Pull&Bear男装官方旗舰店,af3549026998667050,,2025-07-01 09:56:28,744.0,744.0,已付款,张欢,SPU075,SPU075-白色-M,短裤秋冬款,白色 修身,2025-07-01 09:56:28,云南省,迪庆藏族自治州,京东,SUB20250001858,ONSUB20250001858,ORIG20250001858,3,248.0,744.0,357.54,是,已付款,退款关闭,0,0
1860,INT20250001859,ON20250001859,COS女装官方旗舰店,ad4058062867632310,2025-07-16 01:38:13,2025-07-14 01:38:13,680.0,680.0,已完成,井秀荣,SPU185,SPU185-米色-L,家居服经典款,米色 修身,2025-07-12 01:38:13,辽宁省,葫芦岛市,淘宝,SUB20250001859,ONSUB20250001859,ORIG20250001859,2,340.0,680.0,497.94,否,已完成,退款关闭,0,0
1861,INT20250001860,ON20250001860,Stradivarius女装官方旗舰店,ab8855780295229722,2025-07-22 07:48:56,2025-07-19 07:48:56,431.0,431.0,已完成,徐秀英,SPU179,SPU179-黄色-M,连帽卫衣春季款,黄色 标准,2025-07-18 07:48:56,河北省,承德市,抖音,SUB20250001860,ONSUB20250001860,ORIG20250001860,1,431.0,431.0,592.46,是,已完成,退款关闭,0,0
1862,INT20250001861,ON20250001861,GAP男装官方旗舰店,af9488662960180973,2025-10-02 04:11:05,2025-10-01 04:11:05,165.0,165.0,已发货,陈桂香,SPU123,SPU123-粉色-XXL,家居服夏季款,粉色 宽松,2025-10-01 04:11:05,湖南省,怀化市,抖音,SUB20250001861,ONSUB20250001861,ORIG20250001861,1,165.0,165.0,219.09,是,已发货,退款关闭,0,0
1863,INT20250001862,ON20250001862,ONLY女装官方旗舰店,af3366567949691496,2025-09-13 01:37:21,2025-09-10 01:37:21,112.0,112.0,已完成,胡淑兰,SPU189,SPU189-蓝色-XS,跑步外套夏季款,蓝色 标准,2025-09-10 01:37:21,广东省,清远市,淘宝,SUB20250001862,ONSUB20250001862,ORIG20250001862,2,56.0,112.0,80.97,否,已完成,退款关闭,0,0
1864,INT20250001863,ON20250001863,Stradivarius官方旗舰店,ab3143753529703504,2025-10-06 11:52:31,2025-10-05 11:52:31,1284.0,1031.52,已完成,赵明,SPU052,SPU052-棕色-M,休闲衬衫热卖款,棕色 标准,2025-10-04 11:52:31,四川省,广安市,天猫,SUB20250001863,ONSUB20250001863,ORIG20250001863,3,428.0,1284.0,638.36,否,已完成,成功退款,3,2
1865,INT20250001864,ON20250001864,ZARA女装官方旗舰店,ae6136639371815829,2025-05-13 23:17:39,2025-05-11 23:17:39,980.0,980.0,已完成,杨宇,SPU199,SPU199-蓝色-XS,羽绒服春季款,蓝色 加长,2025-05-11 23:17:39,陕西省,榆林市,抖音,SUB20250001864,ONSUB20250001864,ORIG20250001864,2,490.0,980.0,605.33,否,已完成,退款关闭,0,0
1866,INT20250001865,ON20250001865,秋水伊人女装官方旗舰店,af3795903769258175,,,354.0,0.0,已取消,黄淑兰,SPU171,SPU171-米色-XS,家居服秋冬款,米色 标准,2025-07-18 03:09:21,甘肃省,定西市,抖音,SUB20250001865,ONSUB20250001865,ORIG20250001865,2,177.0,354.0,242.27,否,已取消,未申请退款,0,0
1867,INT20250001866,ON20250001866,GXG官方旗舰店,af3387418410238635,2025-07-21 15:33:03,2025-07-20 15:33:03,892.0,892.0,已完成,徐玉华,SPU020,SPU020-蓝色-M,家居服春季款,蓝色 短款,2025-07-20 15:33:03,四川省,广安市,天猫,SUB20250001866,ONSUB20250001866,ORIG20250001866,2,446.0,892.0,618.52,否,已完成,退款关闭,0,0
1868,INT20250001867,ON20250001867,Stradivarius官方旗舰店,af3470774969974188,2025-10-20 10:23:03,2025-10-17 10:23:03,975.0,975.0,已完成,杨凤英,SPU086,SPU086-白色-L,家居服秋冬款,白色 修身,2025-10-15 10:23:03,山东省,德州市,淘宝,SUB20250001867,ONSUB20250001867,ORIG20250001867,3,325.0,975.0,391.34,是,已完成,成功退款,3,3
1869,INT20250001868,ON20250001868,ZARA官方旗舰店,af3795903769258175,2025-06-25 22:48:20,2025-06-22 22:48:20,422.0,422.0,已完成,黄淑兰,SPU083,SPU083-灰色-M,家居服新款,灰色 标准,2025-06-22 22:48:20,甘肃省,定西市,淘宝,SUB20250001868,ONSUB20250001868,ORIG20250001868,2,211.0,422.0,265.81,否,已完成,未申请退款,0,0
1870,INT20250001869,ON20250001869,秋水伊人女装官方旗舰店,ae3537976789331149,2025-07-26 16:27:49,2025-07-25 16:27:49,65.0,65.0,已完成,张博,SPU056,SPU056-红色-L,运动长裤新款,红色 宽松,2025-07-23 16:27:49,甘肃省,平凉市,抖音,SUB20250001869,ONSUB20250001869,ORIG20250001869,1,65.0,65.0,89.83,否,已完成,未申请退款,0,0
1871,INT20250001870,ON20250001870,韩都衣舍官方旗舰店,ab1168806973183603,2025-07-10 07:33:20,2025-07-09 07:33:20,226.0,226.0,已完成,郭帅,SPU196,SPU196-紫色-M,休闲衬衫春季款,紫色 短款,2025-07-09 07:33:20,江西省,抚州市,京东,SUB20250001870,ONSUB20250001870,ORIG20250001870,2,113.0,226.0,155.0,否,已完成,未申请退款,0,0
1872,INT20250001871,ON20250001871,Mango女装官方旗舰店,ae4394134522309546,2025-10-25 00:23:16,2025-10-22 00:23:16,744.0,744.0,已发货,伍红,SPU122,SPU122-米色-XL,短裤经典款,米色 短款,2025-10-20 00:23:16,江苏省,徐州市,抖音,SUB20250001871,ONSUB20250001871,ORIG20250001871,3,248.0,744.0,366.35,是,已发货,未申请退款,0,0
1873,INT20250001872,ON20250001872,COS女装官方旗舰店,ac2976374247857017,2025-11-04 02:23:59,2025-11-02 02:23:59,318.0,318.0,已完成,李秀英,SPU157,SPU157-灰色-L,速干短裤春季款,灰色 加长,2025-10-31 02:23:59,陕西省,安康市,拼多多,SUB20250001872,ONSUB20250001872,ORIG20250001872,3,106.0,318.0,125.55,否,已完成,成功退款,3,3
1874,INT20250001873,ON20250001873,耐克官方旗舰店,ab4626490256445423,2025-08-24 06:32:41,2025-08-22 06:32:41,419.0,419.0,已完成,蔡秀芳,SPU138,SPU138-棕色-XXL,跑步外套热卖款,棕色 短款,2025-08-21 06:32:41,山西省,临汾市,淘宝,SUB20250001873,ONSUB20250001873,ORIG20250001873,1,419.0,419.0,560.86,否,已完成,退款关闭,0,0
1875,INT20250001874,ON20250001874,H&M官方旗舰店,af8192370490302364,2025-09-15 07:20:53,2025-09-12 07:20:53,348.0,348.0,已完成,张玉华,SPU071,SPU071-粉色-均码,家居服热卖款,粉色 修身,2025-09-12 07:20:53,海南省,儋州市,抖音,SUB20250001874,ONSUB20250001874,ORIG20250001874,2,174.0,348.0,235.67,是,已完成,退款关闭,0,0
1876,INT20250001875,ON20250001875,ONLY女装官方旗舰店,ab7626930866858176,2025-08-11 16:26:37,2025-08-09 16:26:37,612.0,612.0,已发货,李志强,SPU032,SPU032-黄色-XXL,连帽卫衣春季款,黄色 宽松,2025-08-09 16:26:37,云南省,临沧市,天猫,SUB20250001875,ONSUB20250001875,ORIG20250001875,3,204.0,612.0,247.59,是,已发货,退款中,3,0
1877,INT20250001876,ON20250001876,GAP男装官方旗舰店,ad3010501012863888,2025-09-11 00:07:19,2025-09-09 00:07:19,219.0,219.0,已完成,陈刚,SPU082,SPU082-黑色-均码,牛仔裤夏季款,黑色 标准,2025-09-08 00:07:19,福建省,南平市,拼多多,SUB20250001876,ONSUB20250001876,ORIG20250001876,3,73.0,219.0,102.01,是,已完成,退款关闭,0,0
1878,INT20250001877,ON20250001877,ONLY女装官方旗舰店,ab4027584246621516,2025-08-17 14:36:23,2025-08-16 14:36:23,290.0,290.0,已完成,雷瑜,SPU169,SPU169-棕色-XXXL,包臀裙热卖款,棕色 宽松,2025-08-15 14:36:23,吉林省,吉林市,京东,SUB20250001877,ONSUB20250001877,ORIG20250001877,2,145.0,290.0,175.46,否,已完成,未申请退款,0,0
1879,INT20250001878,ON20250001878,H&M男装官方旗舰店,ad6385277724704175,2025-07-05 14:41:19,2025-07-03 14:41:19,510.0,510.0,已完成,黄建,SPU006,SPU006-绿色-均码,训练外套夏季款,绿色 标准,2025-07-03 14:41:19,云南省,曲靖市,天猫,SUB20250001878,ONSUB20250001878,ORIG20250001878,3,170.0,510.0,227.18,否,已完成,未申请退款,0,0
1880,INT20250001879,ON20250001879,H&M童装官方旗舰店,af9081330774959334,2025-06-16 01:41:50,2025-06-13 01:41:50,922.0,922.0,已完成,冉琳,SPU078,SPU078-粉色-XXXL,连帽卫衣秋冬款,粉色 宽松,2025-06-11 01:41:50,河南省,郑州市,抖音,SUB20250001879,ONSUB20250001879,ORIG20250001879,2,461.0,922.0,545.69,是,已完成,成功退款,2,1
1881,INT20250001880,ON20250001880,韩都衣舍官方旗舰店,ad5400303539649777,,2025-05-19 15:35:54,477.0,477.0,已付款,罗雪梅,SPU128,SPU128-棕色-XXL,针织连衣裙新款,棕色 标准,2025-05-19 15:35:54,黑龙江省,双鸭山市,微信,SUB20250001880,ONSUB20250001880,ORIG20250001880,1,477.0,477.0,553.74,是,已付款,未申请退款,0,0
1882,INT20250001881,ON20250001881,优衣库男装官方旗舰店,ad1091433650901539,2025-09-15 21:21:11,2025-09-12 21:21:11,516.0,516.0,已完成,杨杨,SPU063,SPU063-粉色-XL,运动T恤秋冬款,粉色 加长,2025-09-11 21:21:11,河北省,张家口市,抖音,SUB20250001881,ONSUB20250001881,ORIG20250001881,2,258.0,516.0,289.15,是,已完成,未申请退款,0,0
1883,INT20250001882,ON20250001882,VERO MODA女装官方旗舰店,af2409917826593694,2025-07-02 00:33:16,2025-06-29 00:33:16,290.0,290.0,已发货,包斌,SPU006,SPU006-绿色-XXL,训练外套夏季款,绿色 加长,2025-06-29 00:33:16,河南省,驻马店市,天猫,SUB20250001882,ONSUB20250001882,ORIG20250001882,2,145.0,290.0,181.82,是,已发货,未申请退款,0,0
1884,INT20250001883,ON20250001883,美特斯邦威官方旗舰店,ac1213147299447959,2025-08-01 02:33:40,2025-07-29 02:33:40,280.0,280.0,已完成,夏楠,SPU108,SPU108-黄色-XL,家居服新款,黄色 短款,2025-07-28 02:33:40,青海省,海南藏族自治州,抖音,SUB20250001883,ONSUB20250001883,ORIG20250001883,2,140.0,280.0,162.56,否,已完成,未申请退款,0,0
1885,INT20250001884,ON20250001884,江南布衣男装官方旗舰店,ab8614445943591438,2025-05-11 02:14:24,2025-05-08 02:14:24,151.0,151.0,已完成,刘阳,SPU128,SPU128-棕色-均码,针织连衣裙新款,棕色 标准,2025-05-07 02:14:24,浙江省,舟山市,拼多多,SUB20250001884,ONSUB20250001884,ORIG20250001884,1,151.0,151.0,221.95,否,已完成,成功退款,1,1
1886,INT20250001885,ON20250001885,优衣库女装官方旗舰店,ae9143910110293533,,,914.0,0.0,已取消,王旭,SPU164,SPU164-白色-XL,连帽卫衣热卖款,白色 短款,2025-06-20 03:12:48,青海省,海西蒙古族藏族自治州,拼多多,SUB20250001885,ONSUB20250001885,ORIG20250001885,2,457.0,914.0,616.35,是,已取消,未申请退款,0,0
1887,INT20250001886,ON20250001886,ONLY女装官方旗舰店,ae3903216363301469,2025-05-10 17:15:13,2025-05-08 17:15:13,79.0,79.0,已发货,杜华,SPU139,SPU139-粉色-均码,休闲衬衫新款,粉色 宽松,2025-05-06 17:15:13,山西省,临汾市,京东,SUB20250001886,ONSUB20250001886,ORIG20250001886,1,79.0,79.0,101.2,是,已发货,退款中,1,1
1888,INT20250001887,ON20250001887,ONLY女装官方旗舰店,ab8420628179735768,2025-10-24 02:45:29,2025-10-21 02:45:29,394.0,394.0,已完成,张桂芝,SPU040,SPU040-棕色-M,运动T恤热卖款,棕色 修身,2025-10-21 02:45:29,河南省,新乡市,京东,SUB20250001887,ONSUB20250001887,ORIG20250001887,2,197.0,394.0,224.95,否,已完成,未申请退款,0,0
1889,INT20250001888,ON20250001888,优衣库童装官方旗舰店,ac1324512892309051,2025-07-31 05:27:05,2025-07-28 05:27:05,388.0,388.0,已完成,徐林,SPU117,SPU117-白色-XL,短裤秋冬款,白色 短款,2025-07-27 05:27:05,安徽省,铜陵市,京东,SUB20250001888,ONSUB20250001888,ORIG20250001888,2,194.0,388.0,270.4,是,已完成,成功退款,2,2
1890,INT20250001889,ON20250001889,ZARA女装官方旗舰店,af5892627786210718,2025-10-19 05:33:50,2025-10-17 05:33:50,352.0,352.0,已完成,宋丽丽,SPU050,SPU050-黑色-均码,休闲裤热卖款,黑色 短款,2025-10-15 05:33:50,山西省,长治市,天猫,SUB20250001889,ONSUB20250001889,ORIG20250001889,1,352.0,352.0,477.47,否,已完成,未申请退款,0,0
1891,INT20250001890,ON20250001890,Pull&Bear官方旗舰店,af4096291448618997,2025-06-09 03:50:11,2025-06-07 03:50:11,160.0,160.0,已完成,徐梅,SPU093,SPU093-蓝色-均码,跑步外套春季款,蓝色 加长,2025-06-05 03:50:11,河南省,安阳市,淘宝,SUB20250001890,ONSUB20250001890,ORIG20250001890,1,160.0,160.0,227.37,是,已完成,成功退款,1,1
1892,INT20250001891,ON20250001891,GAP男装官方旗舰店,ac8125677349725014,2025-07-23 21:44:01,2025-07-20 21:44:01,399.0,399.0,已发货,张辉,SPU010,SPU010-黑色-M,套头卫衣秋冬款,黑色 宽松,2025-07-19 21:44:01,湖北省,仙桃市,淘宝,SUB20250001891,ONSUB20250001891,ORIG20250001891,1,399.0,399.0,494.93,是,已发货,退款中,1,0
1893,INT20250001892,ON20250001892,优衣库女装官方旗舰店,ae4772034900174471,,2025-07-17 18:33:23,227.0,227.0,已付款,赵萍,SPU078,SPU078-粉色-XXXL,连帽卫衣秋冬款,粉色 短款,2025-07-15 18:33:23,陕西省,安康市,微信,SUB20250001892,ONSUB20250001892,ORIG20250001892,1,227.0,227.0,249.95,是,已付款,退款关闭,0,0
1894,INT20250001893,ON20250001893,ONLY女装官方旗舰店,ab5049601258128914,,2025-06-27 20:01:36,672.0,672.0,已付款,李鹏,SPU121,SPU121-粉色-XS,家居服春季款,粉色 宽松,2025-06-25 20:01:36,新疆维吾尔自治区,图木舒克市,微信,SUB20250001893,ONSUB20250001893,ORIG20250001893,2,336.0,672.0,392.15,否,已付款,退款关闭,0,0
1895,INT20250001894,ON20250001894,GAP官方旗舰店,ac6469600504072341,2025-10-11 19:14:13,2025-10-10 19:14:13,164.0,164.0,已发货,潘桂珍,SPU168,SPU168-黄色-XXL,连帽卫衣秋冬款,黄色 短款,2025-10-10 19:14:13,广东省,韶关市,淘宝,SUB20250001894,ONSUB20250001894,ORIG20250001894,2,82.0,164.0,114.7,否,已发货,退款关闭,0,0
1896,INT20250001895,ON20250001895,江南布衣男装官方旗舰店,ae1087095755904944,,2025-08-21 18:00:06,726.0,726.0,已付款,苑冬梅,SPU166,SPU166-棕色-XXXL,家居服春季款,棕色 修身,2025-08-19 18:00:06,海南省,昌江黎族自治县,拼多多,SUB20250001895,ONSUB20250001895,ORIG20250001895,2,363.0,726.0,427.3,是,已付款,未申请退款,0,0
1897,INT20250001896,ON20250001896,美特斯邦威男装官方旗舰店,ac9418328446683555,2025-09-20 00:58:58,2025-09-17 00:58:58,376.0,376.0,已完成,盛瑜,SPU161,SPU161-棕色-M,POLO衫热卖款,棕色 宽松,2025-09-16 00:58:58,上海市,上海市,抖音,SUB20250001896,ONSUB20250001896,ORIG20250001896,2,188.0,376.0,256.41,否,已完成,未申请退款,0,0
1898,INT20250001897,ON20250001897,阿迪达斯官方旗舰店,af9403933607818278,,2025-10-10 07:57:24,435.0,435.0,已付款,娄燕,SPU169,SPU169-棕色-XXXL,包臀裙热卖款,棕色 宽松,2025-10-08 07:57:24,上海市,上海市,拼多多,SUB20250001897,ONSUB20250001897,ORIG20250001897,3,145.0,435.0,214.48,是,已付款,退款中,3,0
1899,INT20250001898,ON20250001898,ZARA女装官方旗舰店,ac4752107355604085,2025-07-01 13:32:17,2025-06-30 13:32:17,568.0,568.0,已完成,俞玉兰,SPU121,SPU121-粉色-均码,家居服春季款,粉色 短款,2025-06-28 13:32:17,四川省,成都市,微信,SUB20250001898,ONSUB20250001898,ORIG20250001898,2,284.0,568.0,359.43,否,已完成,成功退款,2,1
1900,INT20250001899,ON20250001899,GAP官方旗舰店,ab3095622856943755,2025-08-31 04:02:13,2025-08-29 04:02:13,882.0,882.0,已完成,乐倩,SPU160,SPU160-粉色-均码,家居服新款,粉色 宽松,2025-08-29 04:02:13,河南省,新乡市,微信,SUB20250001899,ONSUB20250001899,ORIG20250001899,2,441.0,882.0,645.25,是,已完成,退款关闭,0,0
1901,INT20250001900,ON20250001900,播男装官方旗舰店,af8576561860253255,2025-09-24 04:04:28,2025-09-21 04:04:28,184.0,184.0,已发货,侯丹,SPU047,SPU047-灰色-S,A字连衣裙夏季款,灰色 宽松,2025-09-19 04:04:28,上海市,上海市,京东,SUB20250001900,ONSUB20250001900,ORIG20250001900,1,184.0,184.0,245.02,否,已发货,申请退款,1,0
1902,INT20250001901,ON20250001901,GAP童装官方旗舰店,af4152166486344283,2025-05-13 23:46:14,2025-05-12 23:46:14,106.0,106.0,已完成,何琴,SPU187,SPU187-黄色-M,短袖T恤春季款,黄色 短款,2025-05-11 23:46:14,河南省,濮阳市,淘宝,SUB20250001901,ONSUB20250001901,ORIG20250001901,2,53.0,106.0,78.83,否,已完成,成功退款,2,2
1903,INT20250001902,ON20250001902,太平鸟男装官方旗舰店,ae6367284829900066,2025-09-04 13:16:02,2025-09-03 13:16:02,962.0,962.0,已完成,许丽丽,SPU180,SPU180-橙色-M,家居服经典款,橙色 标准,2025-09-02 13:16:02,甘肃省,天水市,微信,SUB20250001902,ONSUB20250001902,ORIG20250001902,2,481.0,962.0,600.68,否,已完成,未申请退款,0,0
1904,INT20250001903,ON20250001903,播女装官方旗舰店,af6833374007368870,2025-10-22 12:29:52,2025-10-20 12:29:52,444.0,444.0,已发货,高秀云,SPU174,SPU174-红色-M,连帽卫衣热卖款,红色 标准,2025-10-19 12:29:52,吉林省,松原市,天猫,SUB20250001903,ONSUB20250001903,ORIG20250001903,2,222.0,444.0,308.59,否,已发货,退款关闭,0,0
1905,INT20250001904,ON20250001904,优衣库女装官方旗舰店,ab8247490589843088,,,310.0,0.0,待付款,何秀珍,SPU073,SPU073-蓝色-均码,短裤秋冬款,蓝色 标准,2025-07-18 05:56:44,河南省,濮阳市,淘宝,SUB20250001904,ONSUB20250001904,ORIG20250001904,1,310.0,310.0,439.24,是,待付款,未申请退款,0,0
1906,INT20250001905,ON20250001905,Massimo Dutti官方旗舰店,ac6743543113040141,2025-10-04 07:45:25,2025-10-02 07:45:25,114.0,114.0,已完成,陈桂芝,SPU059,SPU059-黑色-L,牛仔裤新款,黑色 修身,2025-09-30 07:45:25,山西省,吕梁市,京东,SUB20250001905,ONSUB20250001905,ORIG20250001905,1,114.0,114.0,157.46,是,已完成,成功退款,1,1
1907,INT20250001906,ON20250001906,Massimo Dutti男装官方旗舰店,ab6773503356248637,,2025-09-01 07:32:17,54.0,54.0,已付款,钟帆,SPU101,SPU101-绿色-XL,连帽卫衣春季款,绿色 短款,2025-08-31 07:32:17,云南省,楚雄彝族自治州,淘宝,SUB20250001906,ONSUB20250001906,ORIG20250001906,1,54.0,54.0,66.35,否,已付款,退款关闭,0,0
1908,INT20250001907,ON20250001907,Massimo Dutti男装官方旗舰店,ab9512260431621729,2025-07-16 03:29:47,2025-07-14 03:29:47,288.0,288.0,已完成,唐雪梅,SPU133,SPU133-黑色-XXL,家居服新款,黑色 标准,2025-07-14 03:29:47,北京市,北京市,抖音,SUB20250001907,ONSUB20250001907,ORIG20250001907,3,96.0,288.0,111.32,是,已完成,未申请退款,0,0
1909,INT20250001908,ON20250001908,Mango女装官方旗舰店,ab7504027691763660,2025-05-14 15:28:32,2025-05-13 15:28:32,1095.0,1095.0,已发货,徐建华,SPU141,SPU141-红色-XXXL,跑步外套春季款,红色 短款,2025-05-12 15:28:32,山东省,潍坊市,淘宝,SUB20250001908,ONSUB20250001908,ORIG20250001908,3,365.0,1095.0,464.55,是,已发货,未申请退款,0,0
1910,INT20250001909,ON20250001909,秋水伊人官方旗舰店,ac6272184011870620,2025-08-17 07:20:35,2025-08-15 07:20:35,52.0,52.0,已完成,袁军,SPU149,SPU149-粉色-S,POLO衫经典款,粉色 标准,2025-08-15 07:20:35,辽宁省,鞍山市,淘宝,SUB20250001909,ONSUB20250001909,ORIG20250001909,1,52.0,52.0,59.69,否,已完成,成功退款,1,1
1911,INT20250001910,ON20250001910,VERO MODA女装官方旗舰店,ac4449496849699997,,2025-05-24 20:18:29,328.0,328.0,已付款,孙坤,SPU150,SPU150-米色-L,家居服秋冬款,米色 加长,2025-05-22 20:18:29,广东省,潮州市,拼多多,SUB20250001910,ONSUB20250001910,ORIG20250001910,2,164.0,328.0,205.8,是,已付款,退款中,2,1
1912,INT20250001911,ON20250001911,秋水伊人女装官方旗舰店,af1192371461034566,,2025-09-10 13:18:33,238.0,214.3,已付款,张婷婷,SPU112,SPU112-红色-XXL,运动长裤春季款,红色 短款,2025-09-10 13:18:33,河南省,安阳市,拼多多,SUB20250001911,ONSUB20250001911,ORIG20250001911,2,119.0,238.0,155.51,否,已付款,申请退款,2,0
1913,INT20250001912,ON20250001912,优衣库女装官方旗舰店,ae7507193346937336,,2025-10-13 07:07:40,1257.0,1257.0,已付款,马彬,SPU138,SPU138-棕色-XXL,跑步外套热卖款,棕色 短款,2025-10-11 07:07:40,宁夏回族自治区,石嘴山市,抖音,SUB20250001912,ONSUB20250001912,ORIG20250001912,3,419.0,1257.0,626.19,否,已付款,申请退款,3,0
1914,INT20250001913,ON20250001913,ZARA童装官方旗舰店,ab5407649343695082,,,658.0,0.0,已取消,杨彬,SPU172,SPU172-绿色-XXL,短裤春季款,绿色 修身,2025-05-06 12:07:17,青海省,玉树藏族自治州,天猫,SUB20250001913,ONSUB20250001913,ORIG20250001913,2,329.0,658.0,363.51,是,已取消,未申请退款,0,0
